"facility","facility_uid","subcounty","subcounty_uid","municipality","municipality_uid","district","district_uid","region","region_uid"
"Nakawa Division Field Survey Station 215","TnfkcaS0B7D","Nakawa Division","kKEBeO1LL7S","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Lubaga Division Field Survey Station 177","ugIH9LpLCT7","Lubaga Division","oweSpFBNbmi","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Kawempe Division Field Survey Station 197","xKs0Xz16cYT","Kawempe Division","LYuMx5oPsR5","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Central Division Field Survey Station 174","pxvtCLDtsB6","Central Division","zNdkt1W9dcu","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Central Division Field Survey Station 175","hjZvWkoLzzp","Central Division","zNdkt1W9dcu","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Central Division Field Survey Station 176","bcTh8UyZfOM","Central Division","zNdkt1W9dcu","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Central Division Field Survey Station 177","PYKxCk6RsZG","Central Division","zNdkt1W9dcu","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Lubaga Division Field Survey Station 178","N94wrsTZYaA","Lubaga Division","oweSpFBNbmi","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Makindye Division Field Survey Station 205","aKmx8C5qUZ8","Makindye Division","FbuhMjEaMXt","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Nakawa Division Field Survey Station 216","cjC5Ij5U7le","Nakawa Division","kKEBeO1LL7S","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Lubaga Division Field Survey Station 179","auBbIemzi2h","Lubaga Division","oweSpFBNbmi","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Kawempe Division Field Survey Station 198","wqsIFyvLng4","Kawempe Division","LYuMx5oPsR5","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Lubaga Division Field Survey Station 180","sLOvwpCrdh2","Lubaga Division","oweSpFBNbmi","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Lubaga Division Field Survey Station 181","oYg6OsZ6wxS","Lubaga Division","oweSpFBNbmi","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Nakawa Division Field Survey Station 217","KEFxANufFF4","Nakawa Division","kKEBeO1LL7S","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Nakawa Division Field Survey Station 218","z5VFCLDXkTP","Nakawa Division","kKEBeO1LL7S","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Lubaga Division Field Survey Station 182","qiQ6hnYsOrx","Lubaga Division","oweSpFBNbmi","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Nakawa Division Field Survey Station 219","FYzTGUPsDo4","Nakawa Division","kKEBeO1LL7S","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Nakawa Division Field Survey Station 220","itlvaJFqYS4","Nakawa Division","kKEBeO1LL7S","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Kawempe Division Field Survey Station 199","CEJ2sfacjlq","Kawempe Division","LYuMx5oPsR5","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Makindye Division Field Survey Station 206","bxdYbWEVow3","Makindye Division","FbuhMjEaMXt","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Lubaga Division Field Survey Station 183","bKfoGEI8IlI","Lubaga Division","oweSpFBNbmi","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Makindye Division Field Survey Station 207","ITw6sugDw2L","Makindye Division","FbuhMjEaMXt","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Lubaga Division Field Survey Station 184","pP17hGzVU5s","Lubaga Division","oweSpFBNbmi","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Kawempe Division Field Survey Station 200","rcBFSbFF7oI","Kawempe Division","LYuMx5oPsR5","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Lubaga Division Field Survey Station 185","BPwy1RPhHif","Lubaga Division","oweSpFBNbmi","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Lubaga Division Field Survey Station 186","WsRSsN5qOLc","Lubaga Division","oweSpFBNbmi","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Central Division Field Survey Station 178","hR54WelFldU","Central Division","zNdkt1W9dcu","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Kawempe Division Field Survey Station 201","TT8I4Fy4d5r","Kawempe Division","LYuMx5oPsR5","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Nakawa Division Field Survey Station 221","aEeuR1SAufp","Nakawa Division","kKEBeO1LL7S","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Makindye Division Field Survey Station 208","H61aBl6wNka","Makindye Division","FbuhMjEaMXt","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Kawempe Division Field Survey Station 202","ugsgPNTWhhQ","Kawempe Division","LYuMx5oPsR5","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Kawempe Division Field Survey Station 203","WDbxuHRdYY4","Kawempe Division","LYuMx5oPsR5","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Makindye Division Field Survey Station 209","OgxCgwY1klr","Makindye Division","FbuhMjEaMXt","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Makindye Division Field Survey Station 210","z5jSZEYkIF0","Makindye Division","FbuhMjEaMXt","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Nakawa Division Field Survey Station 222","qx1tdwUae4t","Nakawa Division","kKEBeO1LL7S","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Nakawa Division Field Survey Station 223","Ob2khLTIpAW","Nakawa Division","kKEBeO1LL7S","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Nakawa Division Field Survey Station 224","bJQjXd35u5a","Nakawa Division","kKEBeO1LL7S","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Kawempe Division Field Survey Station 204","zQuR8Xrg09T","Kawempe Division","LYuMx5oPsR5","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Kawempe Division Field Survey Station 205","gZ4Iz3QkH9w","Kawempe Division","LYuMx5oPsR5","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Nakawa Division Field Survey Station 225","JfOziLe4rAv","Nakawa Division","kKEBeO1LL7S","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Central Division Field Survey Station 179","I5Yr8it2pqo","Central Division","zNdkt1W9dcu","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Central Division Field Survey Station 180","GVWw82DasNj","Central Division","zNdkt1W9dcu","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Kawempe Division Field Survey Station 206","sfIELwbR36m","Kawempe Division","LYuMx5oPsR5","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Central Division Field Survey Station 181","MSJhAWC620C","Central Division","zNdkt1W9dcu","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Central Division Field Survey Station 182","eiQj0MxYGMy","Central Division","zNdkt1W9dcu","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Kawempe Division Field Survey Station 207","vADDVPkl23t","Kawempe Division","LYuMx5oPsR5","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Kawempe Division Field Survey Station 208","HDzPEmFh9ki","Kawempe Division","LYuMx5oPsR5","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Central Division Field Survey Station 183","IzHAT0Q3SiO","Central Division","zNdkt1W9dcu","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Lubaga Division Field Survey Station 187","KdgzndFsQHP","Lubaga Division","oweSpFBNbmi","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Lubaga Division Field Survey Station 188","JNjEcYxP6y6","Lubaga Division","oweSpFBNbmi","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Nakawa Division Field Survey Station 226","WLjKeSkYFio","Nakawa Division","kKEBeO1LL7S","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Makindye Division Field Survey Station 211","uuLehTDwCMC","Makindye Division","FbuhMjEaMXt","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Central Division Field Survey Station 184","MYzCGYUmL4t","Central Division","zNdkt1W9dcu","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Lubaga Division Field Survey Station 189","kyjdLGJVnas","Lubaga Division","oweSpFBNbmi","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Lubaga Division Field Survey Station 190","FpjUe7xx4uZ","Lubaga Division","oweSpFBNbmi","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Kawempe Division Field Survey Station 209","DNKbMEbncaG","Kawempe Division","LYuMx5oPsR5","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Nakawa Division Field Survey Station 227","Hg6pcRkfCNV","Nakawa Division","kKEBeO1LL7S","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Nakawa Division Field Survey Station 228","hQ1vVbPZquH","Nakawa Division","kKEBeO1LL7S","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Lubaga Division Field Survey Station 191","PQ7FGuRLFxV","Lubaga Division","oweSpFBNbmi","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Makindye Division Field Survey Station 212","T54Xozu3cnH","Makindye Division","FbuhMjEaMXt","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Nakawa Division Field Survey Station 229","wpD98s0nv39","Nakawa Division","kKEBeO1LL7S","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Nakawa Division Field Survey Station 230","a0z9K7i9jtg","Nakawa Division","kKEBeO1LL7S","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Makindye Division Field Survey Station 213","rrOj1cQ038T","Makindye Division","FbuhMjEaMXt","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Lubaga Division Field Survey Station 192","H5GxMwCyqIg","Lubaga Division","oweSpFBNbmi","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Lubaga Division Field Survey Station 193","juZUZaOGaW6","Lubaga Division","oweSpFBNbmi","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Central Division Field Survey Station 185","lowKZUx0rbK","Central Division","zNdkt1W9dcu","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Kawempe Division Field Survey Station 210","xxzALQB0Mg1","Kawempe Division","LYuMx5oPsR5","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Nakawa Division Field Survey Station 231","b43WT7sxO7F","Nakawa Division","kKEBeO1LL7S","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Kawempe Division Field Survey Station 211","PhsfViO0gu2","Kawempe Division","LYuMx5oPsR5","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Nakawa Division Field Survey Station 232","XZNjawFfE3J","Nakawa Division","kKEBeO1LL7S","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Lubaga Division Field Survey Station 194","BMnu1Llu5Uv","Lubaga Division","oweSpFBNbmi","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Lubaga Division Field Survey Station 195","ZP5rDXzdob4","Lubaga Division","oweSpFBNbmi","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Kawempe Division Field Survey Station 212","Z70DgwBA14g","Kawempe Division","LYuMx5oPsR5","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Kawempe Division Field Survey Station 213","KvD9wHeuLIO","Kawempe Division","LYuMx5oPsR5","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Kawempe Division Field Survey Station 214","doDJxqHUdxG","Kawempe Division","LYuMx5oPsR5","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Kawempe Division Field Survey Station 215","VUVY3G8UPvZ","Kawempe Division","LYuMx5oPsR5","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Makindye Division Field Survey Station 214","olqibmTariV","Makindye Division","FbuhMjEaMXt","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Nakawa Division Field Survey Station 233","ppCqapAOWK5","Nakawa Division","kKEBeO1LL7S","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Lubaga Division Field Survey Station 196","EFl4A7NSOoK","Lubaga Division","oweSpFBNbmi","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Kawempe Division Field Survey Station 216","kg1mRWqm75y","Kawempe Division","LYuMx5oPsR5","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Nakawa Division Field Survey Station 234","cbnz5lAf8Q0","Nakawa Division","kKEBeO1LL7S","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Nakawa Division Field Survey Station 235","Ra5ipw6P9eE","Nakawa Division","kKEBeO1LL7S","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Kawempe Division Field Survey Station 217","QH8Culk9SaG","Kawempe Division","LYuMx5oPsR5","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Nakawa Division Field Survey Station 236","SDX1xOAUEKj","Nakawa Division","kKEBeO1LL7S","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Nakawa Division Field Survey Station 237","tyGyvITbfSC","Nakawa Division","kKEBeO1LL7S","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Kawempe Division Field Survey Station 218","kggrthitjzr","Kawempe Division","LYuMx5oPsR5","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Makindye Division Field Survey Station 215","Q6Hmgn1bvXQ","Makindye Division","FbuhMjEaMXt","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Nakawa Division Field Survey Station 238","aB5vYQeUHae","Nakawa Division","kKEBeO1LL7S","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Makindye Division Field Survey Station 216","JKgAWkORkg7","Makindye Division","FbuhMjEaMXt","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Kawempe Division Field Survey Station 219","T7p8JwcmMpZ","Kawempe Division","LYuMx5oPsR5","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Makindye Division Field Survey Station 217","Ec319SYFplT","Makindye Division","FbuhMjEaMXt","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Nakawa Division Field Survey Station 239","CtKO7wqdp5x","Nakawa Division","kKEBeO1LL7S","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Nakawa Division Field Survey Station 240","KXlCdKDSE53","Nakawa Division","kKEBeO1LL7S","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Nakawa Division Field Survey Station 241","N8sGQvUkKk4","Nakawa Division","kKEBeO1LL7S","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Kawempe Division Field Survey Station 220","hgBatsAE7Ao","Kawempe Division","LYuMx5oPsR5","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Nakawa Division Field Survey Station 242","jiYlmuKEBby","Nakawa Division","kKEBeO1LL7S","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Nakawa Division Field Survey Station 243","jHlmmlPk89f","Nakawa Division","kKEBeO1LL7S","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Kawempe Division Field Survey Station 221","fqVrmYjRFVQ","Kawempe Division","LYuMx5oPsR5","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Kawempe Division Field Survey Station 222","lPUVbTTgbgO","Kawempe Division","LYuMx5oPsR5","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Central Division Field Survey Station 186","RycG7Bq7TgI","Central Division","zNdkt1W9dcu","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Nakawa Division Field Survey Station 244","YJHyibU4rwC","Nakawa Division","kKEBeO1LL7S","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Nakawa Division Field Survey Station 245","smkk7KfoGk0","Nakawa Division","kKEBeO1LL7S","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Lubaga Division Field Survey Station 197","DC6T8clWX7G","Lubaga Division","oweSpFBNbmi","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Lubaga Division Field Survey Station 198","KM8jCDa1qLw","Lubaga Division","oweSpFBNbmi","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Lubaga Division Field Survey Station 199","R0o09ipn1rj","Lubaga Division","oweSpFBNbmi","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
"Makindye Division Field Survey Station 218","bs1usVrp4Re","Makindye Division","FbuhMjEaMXt","Kampala City Council","R1tKznhbbIx","Kampala District","aXmBzv61LbM","Kampala","GIpyzaSuEgM"
