"id","uid","name","shortname","longtitude","latitude","nhfrid","subcounty_uid","subcounty","district_uid","district","region","hflevel","ownership","authority","status","report"
"3423","LYNjlq3mRIF","Lubaga Division Field Survey Station 224","SG-KAMPA-224","32.559293","0.323638","9000000003423","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3424","VcyhnL8C9oI","Lubaga Division Field Survey Station 225","SG-KAMPA-225","","","9000000003424","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3425","EAQlgg7ZgcF","Lubaga Division Field Survey Station 226","SG-KAMPA-226","","","9000000003425","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"3426","nv4Bau4iHYQ","Lubaga Division Field Survey Station 227","SG-KAMPA-227","","","9000000003426","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3427","UaHms89ouiw","Lubaga Division Field Survey Station 228","SG-KAMPA-228","","","9000000003427","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"3428","oLeAXCDoQRH","Lubaga Division Field Survey Station 229","SG-KAMPA-229","32.557373","0.312369","9000000003428","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"3429","PFKK3jF6fji","Lubaga Division Field Survey Station 230","SG-KAMPA-230","","","9000000003429","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"3430","He9mWrbkIHZ","Lubaga Division Field Survey Station 231","SG-KAMPA-231","","","9000000003430","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3431","ka4jZCGb7zi","Lubaga Division Field Survey Station 232","SG-KAMPA-232","32.551779","0.332934","9000000003431","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"3432","j2Gq8NT1Ggx","Lubaga Division Field Survey Station 233","SG-KAMPA-233","","","9000000003432","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Regional Operations Hub","PFP","Private Authority","Functional","Reporting"
"3433","BnSVCAr2iAw","Lubaga Division Field Survey Station 234","SG-KAMPA-234","32.55999","0.31306","9000000003433","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Regional Operations Hub","PNFP","UPMB","Functional","Reporting"
"3434","PTWfmeUY3kR","Lubaga Division Field Survey Station 235","SG-KAMPA-235","32.558502","0.310736","9000000003434","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3435","C6wvOTRYuMu","Lubaga Division Field Survey Station 236","SG-KAMPA-236","","","9000000003435","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3436","IBLeJ1M6AmZ","Lubaga Division Field Survey Station 237","SG-KAMPA-237","","","9000000003436","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"3437","NBJE7I9MvM6","Lubaga Division Field Survey Station 238","SG-KAMPA-238","","","9000000003437","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3438","sYrRgUUMvWj","Lubaga Division Field Survey Station 239","SG-KAMPA-239","32.549814","0.329461","9000000003438","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3439","ZAxtPU3hV5S","Lubaga Division Field Survey Station 240","SG-KAMPA-240","32.537401","0.297704","9000000003439","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3440","e6s13CDb9La","Lubaga Division Field Survey Station 241","SG-KAMPA-241","","","9000000003440","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3441","LmXvqxYmK7F","Lubaga Division Field Survey Station 242","SG-KAMPA-242","","","9000000003441","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3442","b97BTMs8Zzg","Lubaga Division Field Survey Station 243","SG-KAMPA-243","","","9000000003442","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3443","Lrcueou5ksf","Lubaga Division Field Survey Station 244","SG-KAMPA-244","32.537453","0.326647","9000000003443","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Subcounty Field Station","PFP","UPMB","Functional","Reporting"
"3444","FLCxMq20FQn","Lubaga Division Field Survey Station 245","SG-KAMPA-245","32.526019","0.317363","9000000003444","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3445","t2yKspg65YA","Lubaga Division Field Survey Station 246","SG-KAMPA-246","32.527242","0.295965","9000000003445","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3446","oUxtZ06Ljbt","Lubaga Division Field Survey Station 247","SG-KAMPA-247","32.566696","0.280657","9000000003446","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3447","g3IaGLXSo0V","Lubaga Division Field Survey Station 248","SG-KAMPA-248","32.544721","0.33837","9000000003447","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3448","As0uGPFIlbH","Lubaga Division Field Survey Station 249","SG-KAMPA-249","","","9000000003448","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3449","DD9NSEepGqV","Lubaga Division Field Survey Station 250","SG-KAMPA-250","32.518789","0.305839","9000000003449","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3450","M8XXoADQoSK","Lubaga Division Field Survey Station 251","SG-KAMPA-251","32.565182","0.276121","9000000003450","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3451","Ey2WIS39CZV","Lubaga Division Field Survey Station 252","SG-KAMPA-252","","","9000000003451","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3452","D4V2t9mVF2X","Lubaga Division Field Survey Station 253","SG-KAMPA-253","","","9000000003452","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"3453","U8Ku7OYw68w","Lubaga Division Field Survey Station 254","SG-KAMPA-254","32.55471","0.297709","9000000003453","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3454","WyCc5FcCai7","Lubaga Division Field Survey Station 255","SG-KAMPA-255","","","9000000003454","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"3455","KnNeqK0KCRE","Lubaga Division Field Survey Station 256","SG-KAMPA-256","32.551579","0.329599","9000000003455","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"3456","PqEA3rsbgnU","Lubaga Division Field Survey Station 257","SG-KAMPA-257","32.518495","0.305872","9000000003456","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3457","yzoZwHYI86U","Lubaga Division Field Survey Station 258","SG-KAMPA-258","","","9000000003457","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3458","IEJ6XZ3lktr","Lubaga Division Field Survey Station 259","SG-KAMPA-259","","","9000000003458","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3459","m5vTuHcb9j5","Lubaga Division Field Survey Station 260","SG-KAMPA-260","","","9000000003459","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3460","MAefu6c5oR4","Lubaga Division Field Survey Station 261","SG-KAMPA-261","32.560242","0.324781","9000000003460","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"3461","hscn2U2fYWo","Lubaga Division Field Survey Station 262","SG-KAMPA-262","32.559983","0.326087","9000000003461","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3462","ImmNDJs62lu","Lubaga Division Field Survey Station 263","SG-KAMPA-263","32.555126","0.272504","9000000003462","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3463","C1xwRzV1FyN","Lubaga Division Field Survey Station 264","SG-KAMPA-264","","","9000000003463","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3464","zavUTpobSOt","Lubaga Division Field Survey Station 265","SG-KAMPA-265","","","9000000003464","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"3465","heoHY0yknZ2","Lubaga Division Field Survey Station 266","SG-KAMPA-266","32.548521","0.295859","9000000003465","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3466","rYQZhYnKDIY","Lubaga Division Field Survey Station 267","SG-KAMPA-267","","","9000000003466","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3467","abMk2o2JMM7","Lubaga Division Field Survey Station 268","SG-KAMPA-268","32.569207","0.287452","9000000003467","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3468","iQyuoVl6RS7","Lubaga Division Field Survey Station 269","SG-KAMPA-269","","","9000000003468","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3469","x7IP1mTt0MJ","Lubaga Division Field Survey Station 270","SG-KAMPA-270","","","9000000003469","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3470","ak8zScLvmm6","Lubaga Division Field Survey Station 271","SG-KAMPA-271","32.551232","0.288479","9000000003470","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"3471","Rlr3MAv4QeV","Lubaga Division Field Survey Station 272","SG-KAMPA-272","","","9000000003471","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3472","poHxyeKogaf","Lubaga Division Field Survey Station 273","SG-KAMPA-273","32.533507","0.309336","9000000003472","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PNFP","UPMB","Functional","Reporting"
"3473","UmqWwNRre9a","Lubaga Division Field Survey Station 274","SG-KAMPA-274","","","9000000003473","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3474","KlE3poeRUon","Lubaga Division Field Survey Station 275","SG-KAMPA-275","32.533613","0.302257","9000000003474","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Subcounty Field Station","PFP","Private Authority","Functional","Reporting"
"3475","YgE3eykvbDy","Lubaga Division Field Survey Station 276","SG-KAMPA-276","32.535225","0.298666","9000000003475","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"3476","hgCBEegeuiY","Lubaga Division Field Survey Station 277","SG-KAMPA-277","","","9000000003476","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","GOV","UPF","Functional","Reporting"
"3477","THDijrnovbI","Lubaga Division Field Survey Station 278","SG-KAMPA-278","","","9000000003477","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"3478","jv1RBgTIsBv","Lubaga Division Field Survey Station 279","SG-KAMPA-279","32.567457","0.29026","9000000003478","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3479","oHaJwDyZkuy","Lubaga Division Field Survey Station 280","SG-KAMPA-280","","","9000000003479","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"3480","AL521nQ9UmV","Lubaga Division Field Survey Station 281","SG-KAMPA-281","","","9000000003480","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3481","GOAITcilVr6","Lubaga Division Field Survey Station 282","SG-KAMPA-282","","","9000000003481","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3482","JlORguivLGJ","Lubaga Division Field Survey Station 283","SG-KAMPA-283","","","9000000003482","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3483","ONt4TJmcw1L","Lubaga Division Field Survey Station 284","SG-KAMPA-284","32.54159","0.29856","9000000003483","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
